geo,time,gdp_nominal,gdp_const_2015,gfcf_total,gfcf_public,env_consumption,env_investment,population,real_gdp_per_capita,workers_thousands,hours_worked_thousands,value_added,short_rate,long_rate,long_rate_ecb,public_consumption,long_rate_oecd,long_rate_oecd_outlook,gdp_deflator_2015,env_consumption_const_2015,env_investment_const_2015,env_total_const_2015,env_total,public_consumption_const_2015,gfcf_private,gfcf_total_const_2015,gfcf_public_const_2015,gfcf_private_const_2015,gdp_nominal_bln,value_added_per_1000_workers,long_rate_filled,long_rate_source,gfcf_private_legacy_raw,population_legacy_raw
AT,1995,183629.2,240726.7,47158.6,7211,303.4,803.2,7943489,30290,3587.46,6362111,165078.3,,7.134166667,7.14,36567.4,,,76.28119357,397.7389259,1052.946293,1450.685219,1106.6,47937.63481,39947.6,61822.05311,9453.181922,52368.87119,183.6292,46.01537021,7.134166667,eurostat,58668.73695,7948278
AT,1996,185944.9,246060.7,48307.1,6898,315.8,788.7,7953067,30920,3601.44,6503774,166174.8,,6.3225,6.32,37040.2,,6.321466667,75.5687113,417.8978238,1043.68592,1461.583744,1104.5,49015.25957,41409.1,63924.73706,9128.116494,54796.62057,185.9449,46.14121018,6.3225,eurostat,62387.41138,7959017
AT,1997,186913,251340.7,47739.6,5592,331.6,95.6,7964966,31540,3627.77,6581994,166463.2,,5.6825,5.68,37209.5,,5.682841667,74.36638793,445.9003714,128.5527006,574.453072,427.2,50035.37355,42147.6,64195.13079,7519.526167,56675.60463,186.913,45.88581966,5.6825,eurostat,64593.72812,7968041
AT,1998,193947,260119.7,49617.2,5711,362.3,101.8,7971116,32610,3664.44,6569488,172848.6,,4.713333333,4.71,38557.8,,4.7135,74.56067341,485.9129933,136.5331016,622.4460949,464.1,51713.32049,43906.2,66546.07279,7659.533825,58886.53896,193.947,47.16917182,4.713333333,eurostat,67188.72259,7976789
AT,1999,203064.9,269905.2,50926.9,5853,381.2,79.9,7982461,33770,3719.98,6682894,180440.9,,4.679166667,4.68,40881.4,,4.6809,75.23563829,506.6747736,106.1996705,612.8744442,461.1,54337.81241,45073.9,67689.86235,7779.557844,59910.30451,203.0649,48.50587906,4.679166667,eurostat,67718.42308,7992324
AT,2000,212406.8,278513.9,54601.4,5739,361.1,70.6,8002186,34760,3755.36,6749594,189418.9,,5.556666667,5.56,41486.2,,5.5554,76.26434444,473.4846968,92.5727488,566.0574456,431.7,54397.89761,48862.4,71594.92474,7525.141719,64069.78302,212.4068,50.43961165,5.556666667,eurostat,71835.14536,8011566
AT,2001,219373.3,282181.9,54685.2,5409,384.2,72.8,8020946,35090,3782.31,6746731,195976.8,,5.079166667,5.08,42238.8,,5.080166667,77.74180413,494.2000051,93.64331174,587.8433168,457,54332.15819,49276.2,70342.07735,6957.64661,63384.43074,219.3733,51.81405014,5.079166667,eurostat,70430.27524,8042293
AT,2002,225087.9,286370.5,53172.7,6114,396.6,69.4,8063640,35430,3778.84,6730279,200708.4,,4.964166667,4.96,42972.8,,4.9638,78.6002399,504.5786126,88.29489591,592.8735085,466,54672.60667,47058.7,67649.53907,7778.602213,59870.93686,225.0879,53.11375978,4.964166667,eurostat,67937.61699,8081957
AT,2003,230541.9,289639.7,55777.6,5989,479.9,72.3,8100273,35680,3803.58,6741645,205864.5,,4.140833333,4.14,44262.8,,4.140866667,79.59609819,602.919001,90.83359819,693.7525992,552.2,55609.2585,49788.6,70075.79677,7524.238168,62551.5586,230.5419,54.12387803,4.140833333,eurostat,70260.27552,8121423
AT,2004,240541.7,297069.7,57172.6,6022,471.7,42.3,8142573,36360,3827.52,6793307,214252,,4.130833333,4.13,46048.2,,4.130891667,80.97146899,582.5508737,52.24062319,634.7914969,514,56869.6611,51150.6,70608.3275,7437.187537,63171.13996,240.5417,55.97671599,4.130833333,eurostat,70635.28205,8171966
AT,2005,252354.9,303962.8,58633.6,7574,475.4,63.2,8201359,36950,3873.58,6779468,224194.7,,3.394166667,3.39,49408.6,,3.393733333,83.02163949,572.6217922,76.12473132,648.7465236,538.6,59512.91772,51059.6,70624.47858,9122.922706,61501.55588,252.3549,57.87790623,3.394166667,eurostat,70569.2684,8227829
AT,2006,265933.7,313900.3,60714.5,7859,482.5,69.4,8254298,37970,3941.31,6831827,237133.7,,3.8,3.8,51920.2,,3.800841667,84.71916083,569.5287763,81.91771415,651.4464905,551.9,61285.07352,52855.5,71665.60599,9276.531924,62389.07407,265.9337,60.16621377,3.8,eurostat,71577.6435,8268641
AT,2007,282208.2,325750.8,65301.3,8573,433.3,69.7,8282984,39270,4013.26,6915056,251596.6,,4.2975,4.3,53606.1,,4.297083333,86.63315639,500.1549269,80.4541851,580.609112,503,61877.11753,56728.3,75376.79882,9895.749338,65481.04948,282.2082,62.69132825,4.2975,eurostat,75284.06501,8295487
AT,2008,291846.2,330484.9,68682.5,9659,466.1,71.4,8307989,39710,4089.45,7018097,260417.8,,4.358333333,4.36,57057.4,,4.358525,88.30848248,527.8088661,80.85293507,608.6618011,537.5,64611.46019,59023.5,77775.65425,10937.79412,66837.86013,291.8462,63.68039712,4.358333333,eurostat,77581.68058,8321496
AT,2009,286274.1,318632.8,64880.3,9806,517.2,70.7,8335003,38200,4067.49,6790828,254814.8,,3.936666667,3.94,59668.2,,3.937633333,89.84451695,575.6611728,78.69150217,654.352675,587.9,66412.73394,55074.3,72213.97833,10914.41118,61299.56715,286.2741,62.64669366,3.936666667,eurostat,71891.54909,8343323
AT,2010,294050.6,324396.9,64282.9,9674,530.5,71.8,8351643,38800,4098.23,6814810,261615,,3.225833333,3.23,60872.7,,3.226383333,90.64531751,585.2481017,79.2098279,664.4579296,602.3,67154.82021,54608.9,70916.95607,10672.36595,60244.59012,294.0506,63.83609509,3.225833333,eurostat,70545.87404,8363404
AT,2011,308167,333893.5,69976.6,9394,502.2,76,8375164,39800,4161.95,6946302,274204.3,,3.319166667,3.32,62022.1,,3.319658333,92.29499826,544.1248274,82.34465728,626.4694847,578.2,67199.84958,60582.6,75818.4098,10178.23303,65640.17676,308.167,65.88361225,3.319166667,eurostat,75549.32463,8391643
AT,2012,316589.4,335991.1,72666,9362,546.8,78.9,8408121,39870,4205.16,6916348,281072.7,,2.3725,2.37,63674.8,,2.371175,94.22553157,580.3098066,83.73526653,664.0450731,625.7,67577.0133,63304,77119.22532,9935.735935,67183.48939,316.5894,66.83995377,2.3725,eurostat,76664.42889,8429991
AT,2013,321191.7,335148.7,74876.6,9899,577.6,68.4,8451860,39540,4224.06,6883846,285327,,2.01,2.01,64960,,2.010758333,95.83557985,602.6989151,71.37223994,674.071155,646,67782.75887,64977.6,78130.27283,10329.14917,67801.12366,321.1917,67.54804619,2.01,eurostat,78008.07994,8479823
AT,2014,330113.5,337681.8,75817.8,9922,505.4,76,8507786,39520,4266.24,6916021,293480.3,,1.4875,1.49,66531.4,,1.487291667,97.75874803,516.9869809,77.74240314,594.729384,581.4,68056.72264,65895.8,77556.02596,10149.47532,67406.55065,330.1135,68.79132444,1.4875,eurostat,77229.63448,8546356
AT,2015,342083.5,342083.5,78323.3,10240,527.7,75.4,8584926,39640,4291.97,6863767,303845.6,,0.745833333,0.75,68856.5,,0.747041667,100,527.7,75.4,603.1,603.1,68856.5,68083.3,78323.3,10240,68083.3,342.0835,70.79397107,0.745833333,eurostat,78137.78,8642699
AT,2016,355665.6,349326.2,82948,10642,521.2,80,8700471,39970,4348.16,7011041,315923.9,,0.376666667,0.38,71049.7,,0.375383333,101.8147508,511.9101072,78.57407632,590.4841836,601.2,69783.30688,72306,81469.53104,10452.3165,71017.21453,355.6656,72.65691695,0.376666667,eurostat,81095.51488,8736668
AT,2017,367294.9,357263.8,87584.9,11421,553.1,82.9,8772865,40620,4420.12,7080960,326371.6,,0.5825,0.58,72695.3,,0.583283333,102.8077572,537.994423,80.63593864,618.6303616,636,70709.93668,76163.9,85192.8905,11109.0839,74083.8066,367.2949,73.83772386,0.5825,eurostat,84838.26503,8797566
AT,2018,383234.3,366139,93178,11820,575,76.4,8822267,41430,4498.65,7225844,341351.6,,0.6875,0.69,75207.8,,0.686158333,104.6690738,549.3504235,72.99195192,622.3423754,651.4,71852.93353,81358,89021.51958,11292.73392,77728.78566,383.2343,75.87867471,0.6875,eurostat,88611.71406,8840521
AT,2019,395706.8,372564.6,99243.7,12415,613.9,94.1,8858775,41970,4549.87,7344462,352742.6,,0.063333333,0.06,78029.6,,0.062933333,106.2115939,577.9971634,88.59673086,666.5938943,708,73466.17928,86828.7,93439.61083,11688.93107,81750.67976,395.7068,77.52806124,0.063333333,eurostat,93010.1989,8879920
AT,2020,380317.9,349025.1,95590.1,12647,516.2,89.2,8901064,39140,4475.28,6696917,340529.9,,-0.225,-0.22,81044.3,,-0.22485,108.9657735,473.7267339,81.86056696,555.5873009,605.4,74375.92317,82943.1,87724.88545,11606.39675,76118.4887,380.3179,76.09130602,-0.225,eurostat,87343.32667,8916864
AT,2021,406231.5,366207.9,105070.4,14551,646.6,82.2,8932664,40910,4565.57,7028656,362536.8,,-0.0875,-0.09,88623.1,,-0.085383333,110.9292017,582.8943057,74.10131755,656.9956232,728.8,79891.58729,90519.4,94718.43157,13117.37557,81601.05601,406.2315,79.40668964,-0.0875,eurostat,96684.56116,8955797
AT,2022,449382.2,385730.3,113301.5,15463,636.2,98.6,8978929,42610,4690.42,7209012,402767.1,,1.711666667,1.71,92284.1,,1.71115,116.5016593,546.0866426,84.63398768,630.7206303,734.8,79212.69151,97838.5,97253.12125,13272.77233,83980.34892,449.3822,85.87015662,1.711666667,eurostat,98649.16323,9041851
BE,1995,220251.5,287871.3,46763.2,4888,458.8,500.2,10130574,28400,3868.8,6106248,198543,,7.480833333,7.48,46911.5,,,76.51040587,599.6569941,653.7672809,1253.424275,959,61313.88204,41875.2,61120.0522,6388.673468,54731.37873,220.2515,51.31901365,7.480833333,eurostat,58079.58725,10136811
BE,1996,219965.3,291675.4,46598.9,4573,454.4,368.3,10143047,28720,3879,6107723,197322.2,,6.4925,6.49,47773.4,,6.4925,75.41441616,602.5373173,488.3681645,1090.905482,822.7,63347.83511,42025.9,61790.44057,6063.827359,55726.61321,219.9653,50.86934777,6.4925,eurostat,59853.64889,10156637
BE,1997,223032.7,302740.6,48742.2,4709,475.7,388.1,10170226,29740,3905.4,6177692,199659.1,,5.753333333,5.75,47174.6,,5.753333333,73.67122216,645.7066763,526.8000022,1172.506679,863.8,64033.95874,44033.2,66161.79095,6391.912421,59769.87853,223.0327,51.12385415,5.753333333,eurostat,66101.33348,10181245
BE,1998,231015.7,308679.8,50316.4,4756,598.2,422,10192264,30260,3974,6255707,206675.9,,4.751666667,4.75,48732.9,,4.751666667,74.83991502,799.306092,563.8702287,1363.176321,1020.2,65116.18832,45560.4,67232.03786,6354.897649,60877.14021,231.0157,52.00702063,4.751666667,eurostat,67315.82234,10203008
BE,1999,242307.6,319615.5,53711.2,5696,664.6,496.4,10213752,31250,4028.7,6346742,216177.4,,4.749166667,4.75,51568.5,,4.749166667,75.81221812,876.6396981,654.7757239,1531.415422,1161,68021.35761,48015.2,70847.68304,7513.300813,63334.38223,242.3076,53.65934421,4.749166667,eurostat,70445.53741,10226419
BE,2000,256376.4,331494.6,57702.8,6098,768.8,546.6,10239085,32340,4109.7,6530735,228625.4,,5.5925,5.59,53942.2,,5.5925,77.33954037,994.0581445,706.7536184,1700.811763,1315.4,69747.24667,51604.8,74609.70122,7884.711973,66724.98925,256.3764,55.63067864,5.5925,eurostat,74186.24086,10251250
BE,2001,264334.9,335139.8,59185.3,5606,1111.9,510.9,10263414,32580,4166.1,6587459,236804.2,,5.130833333,5.13,56339.6,,5.130833333,78.87302553,1409.73418,647.749971,2057.484152,1622.8,71430.75801,53579.3,75038.70887,7107.626419,67931.08245,264.3349,56.84073834,5.130833333,eurostat,74613.03783,10286570
BE,2002,273255.9,340860.3,56554.2,5642,1151.3,521.7,10309725,32990,4175.5,6654267,244560.7,,4.986666667,4.99,60495.8,,4.986666667,80.16653743,1436.135371,650.7702798,2086.905651,1673,75462.65803,50912.2,70545.89335,7037.849183,63508.04417,273.2559,58.57039875,4.986666667,eurostat,70145.61421,10332785
BE,2003,281200.2,344398.2,57629.7,5891,1213.6,486.5,10355844,33190,4171.7,6667134,251865.8,,4.180833333,4.18,63226.2,,4.180833333,81.64972988,1486.349069,595.8378561,2082.186925,1700.1,77435.89611,51738.7,70581.61746,7214.965694,63366.65177,281.2002,60.37485917,4.180833333,eurostat,70180.84174,10376133
BE,2004,296819.7,356697.4,63703,5976,1281.9,478.4,10396421,34230,4212.9,6689095,264845.4,,4.1525,4.15,65885.8,,4.1525,83.21330629,1540.498818,574.9080541,2115.406872,1760.3,79177.00057,57727,76553.8624,7181.543753,69372.31865,296.8197,62.86534216,4.1525,eurostat,76119.63483,10421137
BE,2005,310037.6,364979,68685.4,6402,1115.4,283.3,10445852,34830,4273.3,6741727,276828.7,,3.428333333,3.43,68499.4,,3.428333333,84.94669556,1313.058728,333.5032612,1646.561989,1398.7,80638.09845,62283.4,80857.05929,7536.490922,73320.56837,310.0376,64.78101233,3.428333333,eurostat,80398.68432,10478617
BE,2006,325151.5,374294.5,72591.5,6212,940.9,459,10511382,35480,4321.4,6878103,290022.6,,3.815,3.81,71334.3,,3.815,86.87049903,1083.106475,528.3726986,1611.479174,1399.9,82115.67885,66379.5,83562.89052,7150.874082,76412.01644,325.1515,67.11311149,3.815,eurostat,83088.95909,10547958
BE,2007,343618.9,388057,80039.2,6818,1004.7,431.8,10584534,36520,4393.5,7001575,306588.9,,4.328333333,4.33,74275.9,,4.328333333,88.54856374,1134.631616,487.6420145,1622.273631,1436.5,83881.54123,73221.2,90390.17305,7699.729631,82690.44342,343.6189,69.78238307,4.328333333,eurostat,89877.15319,10625700
BE,2008,351743.1,389791.3,84833.9,7175,1082.5,510.7,10666866,36400,4471.7,7076330,313984,,4.4175,4.42,79726.3,,4.4175,90.2388278,1199.594483,565.9426352,1765.537118,1593.2,88350.32761,77658.9,94010.41887,7951.122787,86059.29608,351.7431,70.2158016,4.4175,eurostat,93476.76135,10709973
BE,2009,347734.9,382360.1,78414.4,7851,1486.2,663.1,10753080,35420,4465.8,6985087,311073.7,,3.901666667,3.9,83900.3,,3.901666667,90.94434801,1634.186217,729.127224,2363.313441,2149.3,92254.55109,70563.4,86222.40053,8632.751976,77589.64855,347.7349,69.65688119,3.901666667,eurostat,86523.26881,10796493
BE,2010,363242.4,392723.3,79689,8141,1427.8,421.1,10839905,36040,4496.9,7096821,324827,,3.4625,3.46,86242.1,,3.4625,92.49321342,1543.680825,455.2766462,1998.957471,1848.9,93241.54369,71548,86156.59145,8801.72685,77354.8646,363.2424,72.23353866,3.4625,eurostat,86418.18338,10895586
BE,2011,378745.4,400307.4,86316.1,8974,1478.4,391.3,11000638,36270,4552.3,7259376,339303.2,,4.233333333,4.23,90394.3,,4.233333333,94.61363942,1562.565407,413.5767342,1976.142141,1869.7,95540.45332,77342.1,91230.08113,9484.890398,81745.19073,378.7454,74.53445511,4.233333333,eurostat,91407.37923,11038264
BE,2012,387934.9,401171.2,88540.8,9595,1578.4,431.7,11075889,36120,4563.3,7267008,347256.9,,3,3,93810.6,,3,96.70058569,1632.25485,446.4295608,2078.684411,2010.1,97011.40829,78945.8,91561.80324,9922.380441,81639.4228,387.9349,76.0977582,3,eurostat,91889.11917,11106932
BE,2013,394616.3,402396.8,87430.6,9174,1551.8,466.9,11137974,36060,4552.8,7245650,353107,,2.41,2.41,95515.4,,2.41,98.06646077,1582.396252,476.1056903,2058.501943,2018.7,97398.64093,78256.6,89154.436,9354.88028,79799.55572,394.6163,77.55820594,2.41,eurostat,89139.43946,11159407
BE,2014,404958.3,409501.3,92496.2,10308,1599.1,371.7,11180840,36530,4569.3,7255526,362940,,1.713333333,1.71,97626.1,,1.713333333,98.89060181,1617.039406,375.8698938,1992.9093,1970.8,98721.31245,82188.2,93533.86298,10423.63967,83110.22331,404.9583,79.43010964,1.713333333,eurostat,93131.11149,11209057
BE,2015,415538,415538,96205.3,10357,1669.3,413.9,11237274,36860,4607.6,7289553,372548.9,,0.84,0.84,98372.3,,0.84,100,1669.3,413.9,2083.2,2083.2,98372.3,85848.3,96205.3,10357,85848.3,415.538,80.85530428,0.84,eurostat,95688.9,11274196
BE,2016,428467.1,420497.5,100774.7,10450,1704.1,359.2,11311117,37110,4665.3,7381226,382874.7,,0.475833333,0.48,99913.5,,0.475833333,101.8952788,1672.403295,352.5187862,2024.922081,2063.3,98055.0828,90324.7,98900.26425,10255.62727,88644.63698,428.4671,82.06861295,0.475833333,eurostat,98227.25444,11331422
BE,2017,443407.2,426697.6,104219.1,10884,1808,475.8,11351727,37510,4734.9,7501742,395972,,0.7225,0.72,102498.7,,0.7225,103.9160286,1739.866337,457.869692,2197.736029,2283.8,98636.0828,93335.1,100291.6503,10473.84138,89817.80893,443.4072,83.62837652,0.7225,eurostat,99821.7486,11375158
BE,2018,459491.8,434710.8,109244.1,12249,1953.3,543.3,11398589,38040,4804.5,7626984,410351.2,,0.795,0.79,106380.5,,0.795,105.7005715,1847.95595,513.999113,2361.955063,2496.6,100643.2591,96995.1,103352.4213,11588.39524,91764.02608,459.4918,85.40976168,0.795,eurostat,103113.3355,11427054
BE,2019,479444.9,445330.3,116175.3,12638,2044.2,659.6,11455519,38760,4880.4,7747014,429083.2,,0.193333333,0.19,110062.5,,0.193333333,107.6605163,1898.746236,612.6665773,2511.412813,2703.8,102231.0721,103537.3,107908.9197,11738.75107,96170.16861,479.4449,87.91967871,0.193333333,eurostat,108371.0846,11488980
BE,2020,463750.9,423985.7,111457.3,12755,2104.7,547.5,11522440,36740,4875.1,7112700,417994.9,,-0.148333333,-0.15,112398.3,,-0.148333333,109.3789012,1924.228509,500.5535747,2424.782084,2652.2,102760.4947,98702.3,101900.1825,11661.29835,90238.88419,463.7509,85.7407848,-0.148333333,eurostat,102211.739,11538604
BE,2021,506047.2,450503.7,121028.2,14017,2187.9,612.5,11554767,38880,4957.4,7688716,452406.9,,-0.014166667,-0.01,120251,,-0.014166667,112.3291995,1947.757137,545.2722913,2493.029428,2800.4,107052.3074,107011.2,107744.2023,12478.50075,95265.70158,506.0472,91.25890588,-0.014166667,eurostat,108555.3332,11586195
BE,2022,561309.1,468326.7,134341.6,15340,2396.8,579.6,11617623,40100,5052.9,8036304,505988,,1.733333333,1.73,131456.3,,1.733333333,119.8541744,1999.763472,483.587662,2483.351134,2976.4,109680.2015,119001.6,112087.5436,12798.88671,99288.65686,561.3091,100.1381385,1.733333333,eurostat,111231.291,11685814
BG,1995,14512.8,30500.5,2419.1,99,115.5,15.8,8427418,3630,3518.57,6019126,13407.8,,,,2205.8,,,47.58217078,242.7379796,33.20571496,275.9436945,131.3,4635.770003,2320.1,5084.047155,208.0611254,4875.98603,14.5128,3.81058214,,,446.8759851,8406067
BG,1996,9829.8,32088.2,437.6,53,85.7,6.3,8384715,3840,3614.98,6175118,9017.6,,,,1348.5,,,30.63369089,279.757344,20.56559238,300.3229364,92,4402.016084,384.6,1428.492576,173.0121264,1255.480449,9.8298,2.49450896,,,317.8690344,8362826
BG,1997,10064.7,27558.8,974.4,132,66,10.8,8340936,3320,3503.91,5980710,9193.4,,,,1222.2,,,36.52082094,180.7188292,29.57217205,210.2910012,76.8,3346.584137,842.4,2668.067078,361.4376584,2306.62942,10.0647,2.623754606,,,5045.097341,8312068
BG,1998,13437.6,28603,1961.1,475,42.3,30,8283200,3460,3467.92,5722002,11977.8,5.85,,,2465.2,,,46.97968745,90.0389132,63.85738525,153.8962984,72.3,5247.374204,1486.1,4174.357274,1011.075266,3163.282007,13.4376,3.453885903,,,8219.484887,8256786
BG,1999,12804.4,26201.5,2081.4,526,115.9,38.7,8230371,3190,3318.15,5539651,11357.6,5.88,,,2510.5,,,48.86895788,237.1648691,79.19137562,316.3562447,154.6,5137.207971,1555.4,4259.145458,1076.347896,3182.797562,12.8044,3.422871178,,,8330.070188,8210624
BG,2000,14440,27403.4,2416,561,127.3,59.4,8190876,3350,3239.2,5313110,12658.8,4.633333333,,,2856.9,,,52.69419123,241.5826053,112.7258975,354.3085028,186.7,5421.660212,1855,4584.945596,1064.633476,3520.312119,14.44,3.908001976,,,8929.921245,8170172
BG,2001,15905.3,28451.3,3064.3,615,170,88.5,8149468,3600,3214.74,5310297,14008.6,5.054166667,,,3080.7,,,55.90359667,304.0949243,158.30824,462.4031644,258.5,5510.736667,2449.3,5481.400451,1100.108109,4381.292342,15.9053,4.357615235,,,10678.78864,8009142
BG,2002,17478.3,30121.9,3316.9,594,132.7,24.5,7868815,3830,3222.12,5320556,15551.4,4.913333333,,,3352.1,,,58.02522417,228.6936447,42.22301654,270.9166612,157.2,5776.970357,2722.9,5716.307084,1023.692728,4692.614357,17.4783,4.826449667,,,11142.08803,7837161
BG,2003,18798.3,31699.4,3723,609,107.6,69.7,7805506,4050,3317.39,5442215,16404.8,3.681666667,6.446666667,6.45,3780.3,,6.446666667,59.30175335,181.4448881,117.5344675,298.9793556,177.3,6374.685042,3114,6278.06058,1026.951086,5251.109494,18.7983,4.945092377,6.446666667,eurostat,12235.99373,7775327
BG,2004,21093.2,33763.2,4419.2,724,182.8,56.3,7745147,4340,3403.4,5662198,18064.2,3.739166667,5.36,5.36,4084,,5.36,62.47393612,292.6020215,90.11758102,382.7196025,239.1,6537.126126,3695.2,7073.669877,1158.88328,5914.786597,21.0932,5.307692308,5.36,eurostat,13816.89503,7716860
BG,2005,24039.9,36145.6,6169.9,884,105.7,73.3,7688573,4670,3495.27,5797417,20444.8,3.616666667,3.874166667,3.87,4364.2,,3.874166667,66.50851003,158.9270305,110.2114601,269.1384906,179,6561.867043,5285.9,9276.85795,1329.153216,7947.704734,24.0399,5.849276308,3.874166667,eurostat,18143.48735,7658972
BG,2006,27410,38604.5,7520.7,1140,200.4,164.5,7629371,5010,3612.04,5974685,23135.9,3.689166667,4.183333333,4.18,4973.9,,4.183333333,71.00208525,282.2452317,231.6833364,513.928568,364.9,7005.287215,6380.7,10592.22412,1605.586647,8986.637474,27.41,6.405216996,4.183333333,eurostat,20715.95003,7601022
BG,2007,32464.7,41173.4,9183.9,1698,281.1,119.4,7572673,5380,3726.74,6165971,27541.5,4.898333333,4.539166667,4.54,5417.9,,4.539166667,78.84872272,356.5054579,151.4292127,507.9346706,400.5,6871.259056,7485.9,11647.49369,2153.490813,9494.002873,32.4647,7.39023919,4.539166667,eurostat,22780.03653,7545338
BG,2008,37246.7,43697.1,12283.8,2074,178.9,88,7518002,5730,3814.65,6460476,31315.7,7.140833333,5.376666667,5.38,6387.8,,5.376666667,85.23837966,209.8819812,103.239879,313.1218602,266.9,7494.042033,10209.8,14411.11392,2433.176238,11977.93769,37.2467,8.209324578,5.376666667,eurostat,28185.0796,7492561
BG,2009,37417.7,42234.5,10395,1849,177.2,220,7467119,5570,3749.3,6172380,32514.7,5.72,7.215,7.22,6263.3,,7.215,88.5951059,200.0110482,248.3207145,448.3317628,397.2,7069.57787,8546,11733.15376,2087.022733,9646.131029,37.4177,8.672205478,7.215,eurostat,22947.48409,7444443
BG,2010,38290,42891.4,8493.6,1756,190.2,55.9,7421766,5690,3603.89,5927815,33422.3,4.123333333,6.005,6.01,6318.6,,6.005,89.27197527,213.0567845,62.61763541,275.67442,246.1,7077.921129,6737.6,9514.296031,1967.02268,7547.273352,38.29,9.273951203,6.005,eurostat,18607.79519,7395599
BG,2011,41479.9,43787.9,8644.1,1414,240,56.1,7369431,5960,3524.55,5792925,36204.4,3.759166667,5.356666667,5.36,6574.6,,5.356666667,94.7291375,253.3539377,59.22148294,312.5754206,296.1,6940.419995,7230.1,9125.069887,1492.67695,7632.392937,41.4799,10.2720631,5.356666667,eurostat,17846.63465,7348328
BG,2012,42255.3,44115.8,8925.3,1436,292.2,63.9,7327224,6070,3436.39,5650971,36760.3,2.251666667,4.4975,4.5,6672.5,,4.4975,95.7826901,305.0655601,66.7135157,371.7790758,356.1,6966.290039,7489.3,9318.280778,1499.227051,7819.053727,42.2553,10.69735973,4.4975,eurostat,18224.5281,7305888
BG,2013,42056.2,43876.4,8908.6,1731,266.5,169.4,7202556,6130,3421.58,5628429,36257.9,1.1375,3.473333333,3.47,7184.3,,3.473333333,95.85152838,278.0341686,176.7316629,454.7658314,435.9,7495.237813,7177.6,9294.165831,1805.917995,7488.247836,42.0562,10.59682953,3.473333333,eurostat,18177.35467,7265115
BG,2014,43024.7,44292.9,9061.4,2264,324.9,69.6,7117453,6260,3434.17,5645978,37315.8,0.778333333,3.3475,3.35,7242.3,,3.3475,97.13678716,334.4767822,71.65153598,406.1283182,394.5,7455.774698,6797.4,9328.494657,2330.733871,6997.760785,43.0247,10.86603168,3.3475,eurostat,18244.37913,7223938
BG,2015,45797.8,45797.8,9553.3,3010,245.5,111.6,7029690,6560,3446.21,5666897,39554.3,0.5425,2.491666667,2.49,7368.5,,2.491666667,100,245.5,111.6,357.1,357.1,7368.5,6543.3,9553.3,3010,6543.3,45.7978,11.47762324,2.491666667,eurostat,18684.393,7177991
BG,2016,48752.1,47184,8975.5,1298,294.6,54,6938759,6840,3463.35,5692180,41979.4,0.153333333,2.271666667,2.27,7600,,2.271666667,103.3233723,285.1242593,52.26310251,337.3873618,348.6,7355.547761,7677.5,8686.805122,1256.250131,7430.554991,48.7521,12.12103888,2.271666667,eurostat,16989.8705,7127822
BG,2017,52501.8,48479.6,9609.8,1201,337.9,48.4,6849518,7130,3525.35,5793060,45146.9,0.095,1.6025,1.6,8182.2,,1.6025,108.2966856,312.0132422,44.6920418,356.705284,386.3,7555.355876,8408.8,8873.586431,1108.990541,7764.59589,52.5018,12.80635965,1.6025,eurostat,17355.7585,7075947
BG,2018,56000.6,49609.2,10544.9,1725,354.7,72,6757418,7390,3521.64,5791589,48491.5,-0.008333333,0.8925,0.89,9228.7,,0.8925,112.8834974,314.2177627,63.78257376,378.0003364,426.7,8175.419978,8819.9,9341.400861,1528.124163,7813.276698,56.0006,13.76957895,0.8925,eurostat,18271.06028,7025037
BG,2019,61195.4,51491.1,11455.1,2060,421.7,71.2,6664177,7780,3467.68,5712238,52787.8,,0.429166667,0.43,10283.2,,0.429166667,118.8465579,354.8272725,59.90918141,414.7364539,492.9,8652.501324,9395.1,9638.562696,1733.32744,7905.235256,61.1954,15.22280026,0.429166667,eurostat,18860.48894,6975761
BG,2020,61856.5,49877.7,11750.2,2032,422,70.5,6569275,7610,3406.13,5480723,53688.8,,0.254166667,0.25,11953.8,,0.254166667,124.016344,340.2777299,56.84734587,397.1250758,492.5,9638.890824,9718.2,9474.718915,1638.493714,7836.225201,61.8565,15.76240484,0.254166667,eurostat,18556.35431,6934015
BG,2021,71345,53782.3,11616.6,1902,498,128.6,6532117,8260,3408.42,5523904,62432.3,,0.189166667,0.19,13479.9,,0.189166667,132.6551672,375.4094246,96.94307632,472.3525009,626.6,10161.60944,9714.6,8756.990205,1433.792622,7323.197583,71.345,18.31707947,0.189166667,eurostat,17123.94594,6877743
BG,2022,86079.5,55978.7,14637.2,1976,476,63.5,6482484,8660,3444.4,5576439,76532.3,,1.531666667,1.53,15735.1,,1.531666667,153.7718811,309.5494421,41.29493608,350.8443782,539.5,10232.7551,12661.2,9518.775407,1285.020373,8233.755034,86.0795,22.21934154,1.531666667,eurostat,,
CH,1995,273995.8,436319,72906.8,9837,523.5,661.2,7019019,61450,3915.58,6735840,265962.6,,,,31873.6,,,62.79712779,833.6368532,1052.914398,1886.551251,1184.7,50756.46152,63069.8,116098.9405,15664.72918,100434.2113,273.9958,67.92419003,,,176317.6681,7040687
